,date,symbol,enterpriseValue
1,2019-06-30,PFP.AX,326825262.25
2,2018-06-30,PFP.AX,178029429.25
0,2020-06-30,PCH.AX,974848.2125
1,2019-06-30,PCH.AX,1553875.425
2,2018-06-30,PCH.AX,1105014.5420000001
3,2017-06-30,PCH.AX,1146437.48
4,2015-09-30,PCH.AX,7839536.1228
5,2014-09-30,PCH.AX,1296229.67858
0,2020-06-30,PIQ.AX,31372017.28
1,2019-06-30,PIQ.AX,26602769.4
2,2018-06-30,PIQ.AX,9821657.4
3,2017-06-30,PIQ.AX,8127214.375
4,2016-06-30,PIQ.AX,13266643.790000001
0,2020-06-30,PSI.AX,756195017.34
1,2019-06-30,PSI.AX,539172918.7099999
2,2018-06-30,PSI.AX,572532203.36
3,2017-06-30,PSI.AX,472953263.99999994
4,2016-06-30,PSI.AX,267244582.42000002
0,2020-06-30,PTB.AX,67602419.68
1,2019-06-30,PTB.AX,60833264.502704
2,2018-06-30,PTB.AX,45259634.459384
3,2017-06-30,PTB.AX,26081886.683017
4,2016-06-30,PTB.AX,27652646.454802
5,2015-06-30,PTB.AX,19653405.559205
0,2020-06-30,PPL.AX,-782682.186
1,2019-06-30,PPL.AX,1118542.69
2,2018-06-30,PPL.AX,30125582.740000002
3,2017-06-30,PPL.AX,43253629.985
4,2016-06-30,PPL.AX,45983787.375
0,2020-03-31,PPH.AX,276782238.1146
1,2019-03-31,PPH.AX,193820681.4263
2,2018-03-31,PPH.AX,244230719.5783
3,2017-03-31,PPH.AX,84090030.12040001
4,2016-09-30,PPH.AX,-667000.0
0,2020-06-30,QTG.AX,322965.488
1,2019-06-30,QTG.AX,390706.86
2,2018-06-30,QTG.AX,1044387.02
3,2017-06-30,QTG.AX,791970.96
4,2016-06-30,QTG.AX,716279.7799999999
5,2015-06-30,QTG.AX,627261.92
0,2020-06-30,QFY.AX,19515551.200000003
1,2019-06-30,QFY.AX,71732684.075
2,2018-06-30,QFY.AX,191761176.367504
3,2017-06-30,QFY.AX,355103330.460236
4,2016-06-30,QFY.AX,51161146.935934
5,2015-06-30,QFY.AX,11266074.80316
0,2020-06-30,QTM.AX,34631321.616
1,2019-06-30,QTM.AX,25336015.566
2,2018-06-30,QTM.AX,18624932.656
3,2017-06-30,QTM.AX,23506549.237999998
4,2016-06-30,QTM.AX,29381707.275000002
5,2015-06-30,QTM.AX,11314774.618999999
0,2020-06-30,QUE.AX,828683.964
1,2019-06-30,QUE.AX,1277748.584
2,2018-06-30,QUE.AX,2445174.3499999996
3,2017-06-30,QUE.AX,2096080.732
4,2016-06-30,QUE.AX,2527484.392
5,2015-06-30,QUE.AX,5383882.74
0,2020-06-30,QFE.AX,-14970488.0
0,2020-06-30,QVE.AX,188171810.82000002
1,2019-06-30,QVE.AX,242773535.89999998
2,2018-06-30,QVE.AX,261253789.59999996
3,2017-06-30,QVE.AX,239617392.32
4,2016-06-30,QVE.AX,190179038.48000002
0,2020-06-30,R3D.AX,2131263.19
1,2019-06-30,R3D.AX,1115301.204
2,2018-06-30,R3D.AX,-235410.41999999998
3,2017-06-30,R3D.AX,1755341.4449999998
4,2016-06-30,R3D.AX,2032300.7000000002
5,2015-06-30,R3D.AX,8227448.6959999995
0,2020-06-30,RFR.AX,1432255.8879999998
1,2019-06-30,RFR.AX,2544190.9800000004
0,2020-06-30,RDN.AX,2148309.776
1,2019-06-30,RDN.AX,1128240.5720000002
2,2018-06-30,RDN.AX,778246.0860000001
3,2017-06-30,RDN.AX,-1226427.219571
4,2016-06-30,RDN.AX,1264572.780429
5,2015-06-30,RDN.AX,1256320.475414
0,2020-06-30,RMS.AX,1000083407.3499999
1,2019-06-30,RMS.AX,331245830.8
2,2018-06-30,RMS.AX,230644349.35999995
3,2017-06-30,RMS.AX,155919900.0
4,2016-06-30,RMS.AX,161625680.0
5,2015-06-30,RMS.AX,21785415.0
0,2020-06-30,RHC.AX,16067825257.151691
1,2019-06-30,RHC.AX,19255634159.03446
2,2018-06-30,RHC.AX,13723274323.88
3,2017-06-30,RHC.AX,17472242016.663956
4,2016-06-30,RHC.AX,17221818067.817986
5,2015-06-30,RHC.AX,14542351368.845638
0,2020-06-30,RND.AX,118275145.5
1,2019-06-30,RND.AX,156931684.25
2,2018-06-30,RND.AX,160036736.5
3,2017-06-30,RND.AX,176461086.0
4,2016-06-30,RND.AX,128575115.00000001
5,2015-06-30,RND.AX,118909528.0
0,2020-06-30,REE.AX,21421396.72
1,2019-06-30,REE.AX,3309600.725
2,2018-06-30,REE.AX,11170729.5
3,2017-06-30,REE.AX,8954222.100000001
4,2016-06-30,REE.AX,-741800.8
5,2015-06-30,REE.AX,1703729.60103
0,2020-06-30,RCL.AX,21019569.040000003
1,2019-06-30,RCL.AX,24826318.76
0,2020-06-30,RDY.AX,127793519.39999999
1,2019-06-30,RDY.AX,126084392.0
0,2020-06-30,REV.AX,50935704.76
1,2019-06-30,REV.AX,1473104.8
2,2018-06-30,REV.AX,1182642.568
3,2017-06-30,REV.AX,1512538.90185
4,2016-06-30,REV.AX,1512800.7155
0,2020-06-30,RED.AX,155738400.0
1,2019-06-30,RED.AX,194374014.47
2,2018-06-30,RED.AX,84274603.22
3,2017-06-30,RED.AX,19767300.936
4,2016-06-30,RED.AX,38115948.184
5,2015-06-30,RED.AX,62874022.76800001
0,2020-06-30,RBL.AX,433009670.36
1,2019-06-30,RBL.AX,189066889.99
2,2018-06-30,RBL.AX,305917133.32964003
3,2017-06-30,RBL.AX,169922194.033646
0,2020-06-30,RDC.AX,815801219.28
1,2019-06-30,RDC.AX,1009204612.88
0,2019-12-31,RCT.AX,82594000.0
1,2018-12-31,RCT.AX,86082000.0
2,2017-12-31,RCT.AX,84082000.0
3,2016-12-31,RCT.AX,87476000.0
4,2015-12-31,RCT.AX,82499000.0
5,2014-12-31,RCT.AX,80654000.0
0,2020-06-30,RFN.AX,700660.0
1,2019-06-30,RFN.AX,1779821.0
2,2018-06-30,RFN.AX,2520395.437
3,2017-06-30,RFN.AX,-1398158.06
4,2016-06-30,RFN.AX,13476084.974999998
0,2020-06-30,RGS.AX,14466108.850000001
1,2019-06-30,RGS.AX,19687917.30347
2,2018-06-30,RGS.AX,23974590.181405
3,2017-06-30,RGS.AX,19886653.98751
4,2016-06-30,RGS.AX,25581878.375299998
5,2015-06-30,RGS.AX,27696942.8428
0,2020-06-30,REG.AX,652679250.0
1,2019-06-30,REG.AX,1114767500.0
2,2018-06-30,REG.AX,1389429480.0
3,2017-06-30,REG.AX,1414103080.0
4,2016-06-30,REG.AX,1593372740.0
5,2015-06-30,REG.AX,1341767080.0
0,2020-06-30,RWC.AX,2608731613.74
1,2019-06-30,RWC.AX,3274453880.23
2,2018-06-30,RWC.AX,3269400117.44
3,2017-06-30,RWC.AX,1978190586.7606199
0,2020-06-30,RNU.AX,7842958.323999999
1,2019-06-30,RNU.AX,18674917.72
2,2018-06-30,RNU.AX,7231656.168
3,2017-06-30,RNU.AX,5823076.44
4,2016-06-30,RNU.AX,3718711.6799999997
5,2015-06-30,RNU.AX,1717824.1
0,2020-06-30,RNT.AX,7237400.505000001
1,2019-06-30,RNT.AX,9348689.935965
2,2018-06-30,RNT.AX,15279781.44986
3,2017-06-30,RNT.AX,8423176.462255
4,2016-06-30,RNT.AX,10387642.631934
5,2014-12-31,RNT.AX,-759569.0
0,2020-06-30,RE1.AX,194646.85888400004
1,2019-06-30,RE1.AX,245517.05472100002
2,2018-06-30,RE1.AX,5366113.140288
3,2017-06-30,RE1.AX,3046231.6152919997
4,2016-06-30,RE1.AX,8308609.72016
5,2015-06-30,RE1.AX,5216334.726349999
0,2020-06-30,RSG.AX,211858000.0
1,2019-12-31,RSG.AX,112598623.64447297
2,2019-06-30,RSG.AX,126758551.138751
3,2018-12-31,RSG.AX,90387067.23488201
4,2018-06-30,RSG.AX,-14387717.622861002
5,2017-06-30,RSG.AX,-213986567.48532298
0,2020-06-30,RNO.AX,3560119.4170000013
1,2019-06-30,RNO.AX,27845294.46
2,2018-06-30,RNO.AX,17473688.224999998
3,2017-06-30,RNO.AX,10764159.81
4,2016-06-30,RNO.AX,9478635.9
5,2015-06-30,RNO.AX,12875790.0
0,2020-06-30,SMI.AX,1869501.8418
1,2019-12-31,SMI.AX,245020389.07000002
2,2019-06-30,SMI.AX,1555042.2658749998
3,2018-12-31,SMI.AX,226711629.29
4,2018-06-30,SMI.AX,1617547.1766400002
5,2017-12-31,SMI.AX,612676531.2564
0,2019-12-31,STO.AX,3906651441.621599
1,2018-12-31,STO.AX,3649759138.5662003
2,2017-12-31,STO.AX,3132051282.0513
3,2016-12-31,STO.AX,3771420674.4056997
4,2015-12-31,STO.AX,6009000000.0
5,2014-12-31,STO.AX,7143000000.0
0,2019-12-31,SCL.AX,-2005189.0
1,2018-12-31,SCL.AX,-1670970.0
2,2017-12-31,SCL.AX,-2910234.0
3,2014-12-31,SCL.AX,212000.0
0,2020-09-30,SHV.AX,51299000.0
0,2020-06-30,SXY.AX,363978325.0
1,2019-06-30,SXY.AX,514450336.78999996
2,2018-06-30,SXY.AX,563937254.78
3,2017-06-30,SXY.AX,210849858.925
4,2016-06-30,SXY.AX,194102037.61
5,2015-06-30,SXY.AX,272973096.64000005
0,2020-09-30,SSL.AX,-3089011.0
0,2020-06-30,SKC.AX,1735480348.46
1,2019-06-30,SKC.AX,2900636543.2400002
2,2018-06-30,SKC.AX,2908214246.3
3,2017-06-30,SKC.AX,2810138572.3199997
4,2016-06-30,SKC.AX,2910078959.96
5,2015-06-30,SKC.AX,2845222658.201737
0,2020-06-30,SGH.AX,105594566.16
1,2019-06-30,SGH.AX,244278416.15927202
2,2018-06-30,SGH.AX,197232237.676902
3,2017-06-30,SGH.AX,306563424.146142
4,2016-06-30,SGH.AX,810795694.693218
5,2015-06-30,SGH.AX,1449529301.275576
0,2020-06-30,SXL.AX,353548175.0
1,2019-12-31,SXL.AX,6718455341.789599
2,2019-06-30,SXL.AX,1271629760.290481
3,2018-12-31,SXL.AX,8027745989.8629
4,2018-06-30,SXL.AX,1308957327.597742
5,2017-12-31,SXL.AX,9395670479.8465
0,2020-06-30,SGI.AX,4233089.231000001
1,2019-06-30,SGI.AX,5170067.91
0,2020-06-30,SGO.AX,2032034.5
1,2019-12-31,SGO.AX,294550367.5
2,2019-06-30,SGO.AX,390235.5
3,2018-12-31,SGO.AX,518087836.25
4,2018-06-30,SGO.AX,2381058.75
5,2017-12-31,SGO.AX,2135185602.5
0,2020-06-30,SUN.AX,21680375237.230003
1,2019-06-30,SUN.AX,27328474059.9717
2,2018-06-30,SUN.AX,33673048167.0444
3,2017-06-30,SUN.AX,28639708213.626
4,2016-06-30,SUN.AX,23949131090.9516
5,2015-06-30,SUN.AX,25866682252.5248
0,2020-06-30,SVS.AX,832299.52
1,2019-06-30,SVS.AX,657109.04
2,2018-06-30,SVS.AX,920970.8399999999
3,2017-06-30,SVS.AX,608392.4800000004
4,2016-06-30,SVS.AX,552490.7599999998
5,2015-06-30,SVS.AX,5580348.92
0,2020-06-30,SW1.AX,9667975.344
1,2019-06-30,SW1.AX,35637092.5
2,2018-06-30,SW1.AX,38340291.52
3,2017-06-30,SW1.AX,28373311.575000003
4,2016-06-30,SW1.AX,4048153.3449999997
5,2015-06-30,SW1.AX,1193624.045
0,2020-06-30,TLG.AX,130774641.63999999
1,2019-12-31,TLG.AX,-11032960.0
2,2019-06-30,TLG.AX,87082267.455
3,2018-12-31,TLG.AX,-13793087.0
4,2018-06-30,TLG.AX,125923378.48000002
5,2017-12-31,TLG.AX,-13314405.0
0,2020-09-30,TNE.AX,-124847000.0
0,2020-06-30,TPW.AX,676371416.11
1,2019-06-30,TPW.AX,140843042.1
2,2018-06-30,TPW.AX,72305951.52
3,2017-06-30,TPW.AX,10400389.059999999
4,2016-06-30,TPW.AX,-7403650.18
0,2020-06-30,TER.AX,140256788.48000002
1,2019-06-30,TER.AX,389627465.51
2,2018-06-30,TER.AX,324401411.68
3,2017-06-30,TER.AX,217049943.85000002
4,2016-06-30,TER.AX,150059040.06
5,2015-06-30,TER.AX,72897789.82
0,2020-06-30,TNT.AX,11363280.040000001
1,2019-06-30,TNT.AX,5923875.472
2,2018-06-30,TNT.AX,5737045.88
3,2017-06-30,TNT.AX,7813260.004000001
0,2020-06-30,SGR.AX,3950996553.2
1,2019-06-30,SGR.AX,4676835784.1
2,2018-06-30,SGR.AX,4740547168.74
3,2017-06-30,SGR.AX,4970947286.5
4,2016-06-30,SGR.AX,5113132742.0
5,2015-06-30,SGR.AX,4147533102.8
0,2020-09-31-01,TDY.AX,-677809.5
1,2020-09-30,TDY.AX,-677809.5
0,2020-06-30,THD.AX,266125130.67260998
1,2019-06-30,THD.AX,266298505.67260998
2,2018-06-30,THD.AX,273625433.255625
3,2017-06-30,THD.AX,711947648.537119
4,2016-06-30,THD.AX,1252322906.0901482
5,2015-06-30,THD.AX,217694598.347457
0,2020-09-30,TLT.AX,4356642377.5
0,2020-09-30,TWR.AX,-79536000.0
0,2020-06-30,TTI.AX,8512050.0
1,2019-06-30,TTI.AX,20432950.0
2,2018-06-30,TTI.AX,19647605.0
3,2017-06-30,TTI.AX,26409850.365424998
4,2016-06-30,TTI.AX,23301320.644965
5,2015-06-30,TTI.AX,26230622.538025
0,2020-09-04,TUA.AX,82767231.25
0,2020-06-30,TYX.AX,3435624.9280000003
1,2019-06-30,TYX.AX,3531970.2939999998
2,2018-06-30,TYX.AX,5948823.312000001
3,2017-06-30,TYX.AX,12039550.215999998
4,2016-06-30,TYX.AX,8356962.821
5,2015-06-30,TYX.AX,1656040.32
0,2020-09-30,UBI.AX,25824279.85
0,2020-06-30,VAR.AX,-1138067.6239999998
1,2019-06-30,VAR.AX,941745.8299999998
2,2018-06-30,VAR.AX,265512.35999999987
3,2017-06-30,VAR.AX,3886185.1860849997
4,2016-06-30,VAR.AX,3947601.2907380005
5,2015-06-30,VAR.AX,3984250.182132
0,2019-06-30,VEC.AX,81629540.32
1,2018-06-30,VEC.AX,26592913.518000003
2,2017-06-30,VEC.AX,2872178.5100000002
3,2016-06-30,VEC.AX,5052539.47
4,2015-06-30,VEC.AX,3285137.8125
5,2014-06-30,VEC.AX,2768982.111
0,2019-12-31,VEA.AX,129700000.0
0,2019-12-31,VPR.AX,-1287705.0
1,2018-12-31,VPR.AX,-1232614.0
2,2017-12-31,VPR.AX,-2988650.0
3,2016-12-31,VPR.AX,-250926.0
4,2015-12-31,VPR.AX,-612117.0
5,2014-12-31,VPR.AX,-690606.0
0,2020-06-30,WLE.AX,759705388.505
1,2019-06-30,WLE.AX,767418694.0100001
2,2018-06-30,WLE.AX,566733719.4499999
0,2020-06-30,WES.AX,49942732262.0
1,2019-06-30,WES.AX,42707097738.0
2,2018-06-30,WES.AX,42011964794.0
3,2017-06-30,WES.AX,35507011320.0
4,2016-06-30,WES.AX,37162263840.0
5,2015-06-30,WES.AX,35691770110.0
0,2020-09-30,WBC.AX,149126000000.0
1,2020-03-31,WBC.AX,165827000000.0
2,2019-09-30,WBC.AX,193108000000.0
3,2019-03-31,WBC.AX,186009000000.0
4,2018-09-30,WBC.AX,223194000000.0
5,2018-03-31,WBC.AX,234430000000.0
0,2020-06-30,WSP.AX,57197948.45
1,2019-06-30,WSP.AX,22635909.18
0,2020-03-31,WNR.AX,28463973.75
1,2019-03-31,WNR.AX,44567369.385000005
2,2018-03-31,WNR.AX,24791860.96
3,2016-06-30,WNR.AX,7830812.805
4,2015-06-30,WNR.AX,33011845.0
5,2014-06-30,WNR.AX,4895897.0
0,2019-12-31,WPL.AX,2265201256.0663004
1,2018-12-31,WPL.AX,3389062057.2401004
2,2017-12-31,WPL.AX,5988461538.4616
3,2016-12-31,WPL.AX,6373687119.9558
4,2015-12-31,WPL.AX,5806186695.8664
5,2014-12-31,WPL.AX,-1598390636.4302
0,2019-12-31,XAM.AX,-1209000.0
1,2018-12-31,XAM.AX,-5035000.0
2,2017-12-31,XAM.AX,-8965000.0
3,2016-12-31,XAM.AX,-8277000.0
4,2015-12-31,XAM.AX,-4857000.0
5,2014-06-30,XAM.AX,5944270.762532
0,2020-09-30,XRO.AX,14626653500.0
0,2020-06-30,XRF.AX,29308775.72
1,2019-06-30,XRF.AX,22411419.54
2,2018-06-30,XRF.AX,21279623.465
3,2017-06-30,XRF.AX,23784847.525
4,2016-06-30,XRF.AX,20438201.060000002
5,2015-06-30,XRF.AX,20332311.884999998
0,2020-09-30,ZEL.AX,1645853098.8
0,2020-06-30,Z1P.AX,2704272463.0200005
1,2019-06-30,Z1P.AX,1556113362.4
2,2018-06-30,Z1P.AX,526947801.145
3,2017-06-30,Z1P.AX,293027846.8
4,2016-06-30,Z1P.AX,115157196.76
5,2015-06-30,Z1P.AX,3673414.2199999997
0,2020-06-30,ZNO.AX,414414246.0302
1,2019-12-31,ZNO.AX,100207475.1
2,2019-06-30,ZNO.AX,11854765.163
3,2018-12-31,ZNO.AX,8290552.74
4,2018-06-30,ZNO.AX,16415187.858400002
5,2017-12-31,ZNO.AX,52470367.949999996
0,2020-09-30,AFK.OL,176568259220.0
0,2020-09-30,BEL.OL,1406810000.0
1,2020-06-30,BEL.OL,1468761573.4
2,2020-03-31,BEL.OL,1194940466.0
3,2019-12-31,BEL.OL,1627240000.0
4,2019-09-30,BEL.OL,1645839276.0
5,2019-06-30,BEL.OL,1143949858.0
0,2020-09-30,NRC.OL,2150272733.45
0,2020-09-30,BON.OL,4194248353.0
0,2020-09-30,BOR.OL,132139000.0
0,2020-09-30,DNB.OL,-281753800848.905
0,2020-09-30,DNO.OL,5072860310.0
0,2020-09-30,SPOG.OL,485683900.83118296
0,2020-09-30,ASC.OL,2001474040.0
1,2020-06-30,ASC.OL,1436641174.99
2,2020-03-31,ASC.OL,621433334.3600001
3,2019-12-31,ASC.OL,1587828530.0
4,2019-09-30,ASC.OL,1070093750.0
5,2019-06-30,ASC.OL,1469839284.6100001
0,2020-09-30,GOD.OL,140171139.0
0,2020-09-30,ATEA.OL,11873529684.717648
0,2020-09-30,MORG.OL,2289723214.0
0,2020-09-30,NTS.OL,12495690926.0
0,2020-09-30,KOG.OL,19586618320.0
0,2020-09-30,NHY.OL,67071260000.0
0,2020-09-30,REACH.OL,164575390.60000002
0,2020-09-30,OLT.OL,26339666712.0
0,2020-09-30,ORK.OL,100783296020.213
0,2020-09-30,PGS.OL,860676436.75
0,2020-09-30,SCHA.OL,102334666523.5
0,2020-09-30,ODF.OL,2647900000.0
0,2020-09-30,TOM.OL,65521891880.61633
0,2020-09-30,STB.OL,50597747975.928345
0,2020-09-30,VEI.OL,10890750304.578571
0,2020-09-30,VVL.OL,339079696.0
0,2020-09-30,WWI.OL,5998950000.0
0,2020-09-30,MING.OL,5161191866.685106
0,2020-09-30,NONG.OL,5923679698.799999
0,2020-09-30,SBVG.OL,2127806697.798647
0,2020-09-30,JIN.OL,444961942.78
0,2020-09-30,EQNR.OL,466246409744.0
0,2020-09-30,SVEG.OL,6181585378.0
0,2020-09-30,SADG.OL,1370693704.544163
0,2020-09-30,TOTG.OL,780341954.0
0,2020-09-30,SCANA.OL,239792308.48000002
0,2020-09-30,MOWI.OL,88093519092.03333
0,2020-08-31,SNI.OL,6917715746.232611
0,2020-09-30,NOD.OL,17118550000.0
0,2020-09-30,RING.OL,3538741352.0
0,2020-09-30,SOGN.OL,-51296500.0
0,2020-09-30,HEX.OL,10810213433.5
0,2020-09-30,COV.OL,1510618750.0
0,2020-09-30,PRS.OL,12964285.22999999
0,2020-09-30,SUBC.OL,19473383697.053017
0,2020-09-30,BMA.OL,666200772.0
0,2020-09-30,AFG.OL,17193582648.7
0,2020-09-30,SOFF.OL,3183063907.0
1,2020-06-30,SOFF.OL,3330382745.0
2,2020-03-31,SOFF.OL,3914747942.0
3,2019-12-31,SOFF.OL,-9225803.0
4,2019-09-30,SOFF.OL,4388912900.0
5,2019-06-30,SOFF.OL,4640250104.0
0,2020-09-30,TGS.OL,13047561985.0
0,2020-09-30,AXA.OL,1945331527.8799999
0,2020-09-30,KIT.OL,3117347951.176471
0,2020-09-30,SOR.OL,976554260.0
0,2020-09-30,AURG.OL,632721000.0
0,2020-09-30,SKUE.OL,233999448.0
0,2020-09-30,MELG.OL,377949500.0
0,2020-09-30,FRO.OL,13865762957.627586
0,2020-09-30,ITE.OL,1068150313.05
0,2020-09-30,HSPG.OL,67815300.0
0,2020-09-30,HELG.OL,1625178427.5
0,2020-09-30,SOLON.OL,4714196851.416985
0,2020-09-30,PHO.OL,2554389946.2
0,2020-09-30,DOF.OL,-1588375000.0
1,2020-06-30,DOF.OL,-1211408653.89
2,2020-03-31,DOF.OL,3881202898.704
3,2019-12-31,DOF.OL,3312418269.11
4,2019-09-30,DOF.OL,13409557729.168
5,2019-06-30,DOF.OL,14081128162.8
0,2020-09-30,TEL.OL,305515178517.95605
0,2020-09-30,STRONG.OL,808737811.5
0,2020-09-30,QFR.OL,615087668.0999999
0,2020-09-30,CARA.OL,1073369842.224
0,2020-09-30,LSG.OL,33184492157.916664
0,2020-09-30,TECH.OL,872476875.0
0,2020-09-30,NAS.OL,22788175065.44
0,2020-09-30,OTELLO.OL,2161957613.65
0,2020-09-30,YAR.OL,97928160624.5
0,2020-09-30,AKA.OL,3095571426.0
0,2020-09-30,MEDI.OL,4079527000.0
0,2020-09-30,NEL.OL,19994984673.0
0,2020-09-30,MGN.OL,999385763.542857
0,2020-09-30,GIG.OL,743595700.0
0,2020-09-30,RISH.OL,238629250.0
0,2020-09-30,WILS.OL,945810538.260182
0,2020-09-30,HAVI.OL,1986313305.0
0,2020-09-30,QEC.OL,315261160.0
0,2020-09-30,KOA.OL,13670690213.12
1,2020-06-30,KOA.OL,26058787176.260002
2,2020-03-31,KOA.OL,7318566241.83902
3,2019-12-31,KOA.OL,118990206982.6423
4,2019-09-30,KOA.OL,23554793274.8
5,2019-06-30,KOA.OL,32035971071.184002
0,2020-09-30,EIOF.OL,2445710000.0
0,2020-09-30,AMSC.OL,2248155283.3834953
1,2020-06-30,AMSC.OL,2044313353.25
2,2020-03-31,AMSC.OL,1648586277.016505
3,2019-12-31,AMSC.OL,2467651068.0169897
4,2019-09-30,AMSC.OL,2494406194.2669897
5,2019-06-30,AMSC.OL,2632931801.25
0,2020-09-30,SIOFF.OL,1515549200.0
0,2020-09-30,AZT.OL,3739828346.28421
0,2020-09-30,SOAG.OL,3223053000.0
0,2020-09-30,SBX.OL,108091498.35000001
0,2020-09-30,NAVA.OL,228666250.00000003
0,2020-09-30,REC.OL,1160374545.1039999
0,2020-09-30,IOX.OL,181875500.0
0,2020-09-30,AUSS.OL,17212883286.775757
0,2020-09-30,NPRO.OL,12089885000.0
0,2020-09-30,AKVA.OL,3008935000.0
0,2020-09-30,ELE.OL,76724442.0
0,2020-09-30,EMGS.OL,107464670.0
0,2020-09-30,PROTCT.OL,3261349036.0
0,2020-09-30,JAEREN.OL,674532331.0
0,2020-09-30,BOUVET.OL,5999346790.0
0,2020-09-30,SALM.OL,61793680462.0
0,2020-09-30,GSF.OL,12069002836.120834
0,2020-09-30,AKERBP.OL,55604238946.497536
0,2020-09-30,NOR.OL,4918000000.0
0,2020-09-30,THIN.OL,225305000.0
0,2020-09-30,PCIB.OL,1633559737.286
0,2020-09-30,POL.OL,1938377214.0
0,2020-09-30,PLCS.OL,457686230.7915
0,2020-09-30,FLNG.OL,3866451001.821168
0,2020-09-30,IDEX.OL,1447784000.0
0,2020-09-30,PEN.OL,713922600.0
0,2020-09-30,BAKKA.OL,38611571216.0
0,2020-09-30,WALWIL.OL,8370000000.0
0,2020-09-30,ARCHER.OL,794725750.0
0,2020-09-30,GJF.OL,95921422730.03871
0,2020-09-30,SDSD.OL,356529420.0
0,2020-09-30,NRS.OL,10155356086.0
0,2020-09-30,AWDR.OL,129227160.0
1,2020-06-30,AWDR.OL,185300550.0
2,2020-03-31,AWDR.OL,250647650.0
3,2019-12-31,AWDR.OL,805764250.0
4,2019-09-30,AWDR.OL,780134575.0
5,2019-06-30,AWDR.OL,1398554600.0
0,2020-09-30,HLNG.OL,2042643440.0
0,2020-09-30,KVAER.OL,-42333330.849999905
0,2020-09-30,SRBANK.OL,11132273222.319191
0,2020-09-30,SBO.OL,5712988562.173636
0,2020-09-30,BRG.OL,14230000300.0
0,2020-09-30,OCY.OL,5218600000.0
0,2020-09-30,ODL.OL,3517661573.72
0,2020-09-30,BWLPG.OL,5999766138.6
0,2020-09-30,NAPA.OL,1011004000.0
0,2020-09-30,INSR.OL,286624500.0
0,2020-09-30,AVANCE.OL,1697567056.5
0,2020-09-30,MSEIS.OL,389571000.00000006
0,2020-09-30,ZAL.OL,1047201039.2
0,2020-09-30,NEXT.OL,48158906.500000015
0,2020-09-30,HYARD.OL,-239190069.4
0,2020-09-30,AQUA.OL,-14123000.0
0,2020-09-30,AKSO.OL,1913000000.0
0,2020-09-30,SSO.OL,37411800000.0
0,2020-09-30,XXL.OL,6689132838.56
0,2020-09-30,ENTRA.OL,41888150000.0
0,2020-06-30,TEAM.OL,839567000.0
1,2020-03-31,TEAM.OL,1279235110.05
2,2019-12-31,TEAM.OL,1392781000.0
3,2019-09-30,TEAM.OL,1317461284.9
4,2019-06-30,TEAM.OL,1312507750.0
5,2019-03-31,TEAM.OL,1338090250.0
0,2020-09-30,NANO.OL,665733833.4
0,2020-09-30,GOGL.OL,5971477168.67037
0,2020-09-30,MULTI.OL,2389456105.0
0,2020-09-30,VISTIN.OL,658539205.655
0,2020-09-30,EPR.OL,8898743165.722834
0,2020-09-30,SBANK.OL,6837569523.492001
0,2020-09-30,KID.OL,3757750916.090324
0,2020-09-30,PARB.OL,2688973919.297932
0,2020-09-30,B2H.OL,2186032259.28
0,2020-09-30,NOFI.OL,12836258217.05171
0,2020-09-30,TRVX.OL,600919810.0
0,2020-09-30,ARCUS.OL,3322485021.714894
0,2020-09-30,BGBIO.OL,1718375931.8662338
0,2020-09-30,FJORD.OL,8965243272.980804
0,2020-09-30,MPCC.OL,1194310000.0
0,2020-09-30,SPOL.OL,9485272147.810633
0,2020-09-30,INFRNT.OL,952090573.92539
0,2020-09-30,SNOR.OL,155766624.0
0,2020-09-30,WSTEP.OL,570802200.0
0,2020-09-30,NODL.OL,404544200.0
0,2020-09-30,SSG.OL,2215161016.0
1,2020-06-30,SSG.OL,2250343892.0
2,2020-03-31,SSG.OL,2210745147.5199203
3,2019-12-31,SSG.OL,2537438842.871416
4,2019-09-30,SSG.OL,1957140294.0
5,2019-06-30,SSG.OL,1126922428.3000002
0,2020-09-30,CRAYON.OL,9993261751.765
0,2020-09-30,KOMP.OL,1233913511.1599998
0,2020-09-30,SALMON.OL,3408354503.98061
0,2020-09-30,FKRAFT.OL,9382827752.33594
0,2020-09-30,ELK.OL,17529140581.0
0,2020-09-30,SHLF.OL,1234697920.0
0,2020-09-30,PLT.OL,716332934.03387
0,2020-09-30,SBTE.OL,1392923270.0
0,2020-09-30,ADE.OL,114482502145.0
1,2020-06-30,ADE.OL,66252787404.21901
2,2020-03-31,ADE.OL,67316498556.0
3,2019-12-31,ADE.OL,74495800000.0
4,2019-09-30,ADE.OL,71721255879.35632
5,2019-06-30,ADE.OL,64659221920.64367
0,2020-09-30,ULTIMO.OL,1221914663.948
0,2020-09-30,OKEA.OL,2594319405.0
0,2020-09-30,NORBIT.OL,933788417.5
0,2020-09-30,NSKOG.OL,1127879701.057407
0,2020-09-30,SATS.OL,4324348341.0
0,2020-09-30,HAFNIA.OL,847244000.0
1,2020-06-30,HAFNIA.OL,6328894404.3
2,2020-03-31,HAFNIA.OL,7128437215.087691
3,2019-12-31,HAFNIA.OL,10868110175.849907
0,2020-09-30,TIETOO.OL,31795202521.546417
0,2020-09-30,NOL.OL,788843800.0
